129.0: -43,145.0: -52,36.0: -51,
129.0: -49,145.0: -46,36.0: -50,
129.0: -42,145.0: -40,36.0: -46,
129.0: -43,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
145.0: -40,129.0: -42,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -47,
129.0: -41,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -41,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -41,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -41,145.0: -39,36.0: -46,
129.0: -42,145.0: -39,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -42,145.0: -40,36.0: -46,
129.0: -41,145.0: -40,36.0: -48,
129.0: -43,145.0: -40,36.0: -47,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -48,
129.0: -42,145.0: -40,36.0: -49,
129.0: -42,145.0: -40,36.0: -47,
129.0: -42,145.0: -42,36.0: -51,
129.0: -41,145.0: -41,36.0: -48,
