1 1
129.0: -27,36.0: -41,
145.0: -52,129.0: -27,145.0: -56,36.0: -42,
129.0: -40,145.0: -42,36.0: -46,
4 1
129.0: -34,36.0: -45,
145.0: -40,36.0: -40,
145.0: -41,129.0: -37,36.0: -40,
129.0: -34,145.0: -45,36.0: -40,
129.0: -35,145.0: -47,36.0: -37,
129.0: -36,145.0: -47,36.0: -39,
129.0: -37,145.0: -45,36.0: -40,
129.0: -35,145.0: -40,36.0: -43,
129.0: -42,36.0: -52,
129.0: -34,36.0: -51,
145.0: -42,129.0: -36,36.0: -40,
145.0: -40,129.0: -41,145.0: -47,36.0: -40,
129.0: -40,145.0: -44,36.0: -38,
129.0: -34,145.0: -40,36.0: -55,
129.0: -34,145.0: -40,36.0: -106,
145.0: -45,,145.0: -49,36.0: -40,
129.0: -36,145.0: -50,36.0: -42,
36.0: -41,
129.0: -36,36.0: -39,
145.0: -49,129.0: -38,145.0: -45,36.0: -40,
4 2
129.0: -39,145.0: -39,36.0: -52,
,129.0: -46,,36.0: -52,
129.0: -42,145.0: -52,36.0: -48,
36.0: -44,
129.0: -55,145.0: -47,36.0: -43,
129.0: -43,36.0: -42,
145.0: -46,,129.0: -46,,129.0: -31,145.0: -41,36.0: -46,
129.0: -46,145.0: -45,36.0: -46,
129.0: -38,145.0: -45,,129.0: -44,145.0: -43,36.0: -52,
36.0: -54,
145.0: -44,145.0: -39,36.0: -46,
129.0: -40,145.0: -38,129.0: -44,36.0: -46,
129.0: -44,145.0: -40,36.0: -49,
129.0: -38,,129.0: -41,145.0: -43,36.0: -41,
129.0: -42,145.0: -42,36.0: -42,
129.0: -42,145.0: -42,36.0: -41,
129.0: -44,145.0: -42,36.0: -40,
129.0: -40,145.0: -43,36.0: -43,
129.0: -39,145.0: -44,36.0: -42,
129.0: -41,36.0: -42,
129.0: -41,145.0: -42,36.0: -42,
36.0: -40,
145.0: -44,129.0: -46,145.0: -40,36.0: -53,
145.0: -40,36.0: -52,
129.0: -46,145.0: -39,36.0: -52,
4 3
129.0: -38,145.0: -40,36.0: -48,
129.0: -31,145.0: -42,,129.0: -55,145.0: -44,36.0: -47,
129.0: -46,145.0: -42,36.0: -47,
129.0: -92,145.0: -44,36.0: -42,
129.0: -92,145.0: -43,36.0: -44,
129.0: -91,145.0: -45,36.0: -44,
129.0: -51,145.0: -38,36.0: -42,
129.0: -53,145.0: -42,36.0: -40,
129.0: -50,145.0: -44,36.0: -42,
129.0: -46,145.0: -40,36.0: -47,
129.0: -56,145.0: -41,36.0: -46,
145.0: -39,129.0: -44,129.0: -42,145.0: -38,36.0: -49,
129.0: -45,145.0: -48,36.0: -40,
129.0: -41,145.0: -40,36.0: -53,
129.0: -41,145.0: -40,36.0: -48,
5 1
129.0: -44,145.0: -46,36.0: -40,
129.0: -46,36.0: -44,
145.0: -42,129.0: -46,145.0: -48,36.0: -42,
145.0: -40,36.0: -40,
129.0: -48,145.0: -47,36.0: -41,
129.0: -44,145.0: -47,36.0: -44,
129.0: -48,36.0: -52,
,129.0: -49,36.0: -42,
129.0: -48,145.0: -47,36.0: -46,
129.0: -52,145.0: -52,36.0: -45,
,129.0: -42,145.0: -51,36.0: -42,
129.0: -54,145.0: -44,36.0: -43,
145.0: -45,36.0: -44,
129.0: -46,145.0: -42,36.0: -43,
36.0: -45,
145.0: -42,129.0: -48,145.0: -41,36.0: -50,
129.0: -48,145.0: -40,36.0: -51,
129.0: -44,145.0: -41,36.0: -47,
129.0: -46,145.0: -42,36.0: -42,
129.0: -44,145.0: -44,36.0: -42,
5 2
129.0: -39,145.0: -39,36.0: -37,
145.0: -42,36.0: -49,
129.0: -43,145.0: -47,36.0: -42,
129.0: -39,145.0: -43,36.0: -49,
145.0: -46,36.0: -51,
129.0: -49,145.0: -47,36.0: -40,
129.0: -40,145.0: -52,36.0: -49,
129.0: -48,145.0: -51,36.0: -43,
,,129.0: -38,145.0: -51,36.0: -42,
145.0: -53,145.0: -46,,129.0: -39,145.0: -46,129.0: -42,145.0: -41,36.0: -46,
129.0: -40,145.0: -47,36.0: -40,
,129.0: -42,145.0: -48,36.0: -36,
145.0: -48,36.0: -37,
129.0: -44,145.0: -48,36.0: -36,
129.0: -47,145.0: -45,36.0: -40,
129.0: -46,145.0: -46,36.0: -39,
129.0: -45,145.0: -48,36.0: -36,
5 3
129.0: -45,145.0: -42,36.0: -52,
129.0: -42,145.0: -41,36.0: -40,
129.0: -38,145.0: -42,36.0: -38,
36.0: -50,
129.0: -39,145.0: -45,36.0: -43,
129.0: -37,145.0: -46,36.0: -42,
129.0: -44,145.0: -43,36.0: -36,
129.0: -44,145.0: -48,36.0: -48,
129.0: -47,145.0: -48,36.0: -50,
129.0: -52,145.0: -48,,129.0: -45,145.0: -52,36.0: -48,
129.0: -46,145.0: -52,36.0: -48,
129.0: -52,145.0: -46,36.0: -52,
129.0: -49,145.0: -52,36.0: -48,
129.0: -51,36.0: -46,
129.0: -43,145.0: -45,36.0: -45,
6 1
129.0: -39,145.0: -36,36.0: -40,
129.0: -42,36.0: -34,
145.0: -37,129.0: -45,145.0: -36,36.0: -40,
129.0: -45,145.0: -36,36.0: -41,
129.0: -46,145.0: -36,36.0: -38,
129.0: -40,145.0: -40,36.0: -39,
129.0: -40,145.0: -39,36.0: -41,
129.0: -38,145.0: -40,36.0: -37,
129.0: -39,145.0: -40,36.0: -37,
129.0: -39,145.0: -45,36.0: -38,
129.0: -39,145.0: -44,36.0: -36,
129.0: -47,145.0: -45,36.0: -42,
129.0: -38,145.0: -40,36.0: -43,
129.0: -50,145.0: -42,36.0: -42,
6 2
129.0: -40,145.0: -46,36.0: -40,
129.0: -35,145.0: -40,36.0: -43,
145.0: -37,36.0: -46,
129.0: -35,129.0: -33,36.0: -52,
,129.0: -35,145.0: -35,36.0: -52,
129.0: -35,145.0: -35,36.0: -51,
129.0: -36,145.0: -35,36.0: -53,
,129.0: -38,145.0: -38,36.0: -41,
129.0: -38,145.0: -43,36.0: -45,
129.0: -36,145.0: -37,36.0: -42,
129.0: -35,145.0: -35,36.0: -42,
145.0: -41,36.0: -52,
145.0: -40,36.0: -51,
129.0: -35,145.0: -41,36.0: -47,
145.0: -40,36.0: -46,
145.0: -40,36.0: -46,
129.0: -36,,,,129.0: -38,145.0: -40,36.0: -46,
129.0: -36,145.0: -41,36.0: -48,
129.0: -36,145.0: -45,36.0: -45,
6 3
129.0: -35,145.0: -52,36.0: -48,
129.0: -34,145.0: -45,36.0: -44,
129.0: -32,145.0: -46,36.0: -45,
129.0: -34,145.0: -46,36.0: -42,
145.0: -44,36.0: -46,
129.0: -34,145.0: -48,36.0: -40,
129.0: -33,145.0: -52,36.0: -42,
129.0: -32,145.0: -50,36.0: -44,
129.0: -33,145.0: -53,36.0: -44,
129.0: -32,145.0: -52,36.0: -46,
,36.0: -46,
129.0: -36,145.0: -43,36.0: -41,
129.0: -36,145.0: -42,36.0: -44,
129.0: -36,145.0: -44,36.0: -42,
7 1
129.0: -40,145.0: -45,36.0: -54,
129.0: -40,145.0: -40,36.0: -45,
129.0: -39,145.0: -42,36.0: -46,
129.0: -40,145.0: -48,36.0: -54,
145.0: -48,36.0: -45,
129.0: -38,145.0: -54,36.0: -47,
129.0: -39,36.0: -45,
145.0: -48,129.0: -40,36.0: -51,
145.0: -49,129.0: -40,145.0: -45,36.0: -48,
129.0: -36,145.0: -49,36.0: -39,
129.0: -40,145.0: -40,36.0: -48,
129.0: -39,145.0: -42,36.0: -48,
129.0: -37,36.0: -38,
145.0: -46,129.0: -37,145.0: -46,36.0: -39,
129.0: -36,145.0: -42,,145.0: -45,129.0: -40,129.0: -40,145.0: -44,36.0: -36,
129.0: -40,145.0: -46,36.0: -37,
129.0: -40,145.0: -40,36.0: -36,
7 2
129.0: -36,,,129.0: -42,145.0: -36,36.0: -34,
129.0: -40,145.0: -34,36.0: -34,
145.0: -35,36.0: -34,
,,,129.0: -41,145.0: -39,36.0: -36,
129.0: -40,145.0: -42,36.0: -40,
129.0: -40,145.0: -42,36.0: -34,
129.0: -45,145.0: -45,36.0: -37,
129.0: -44,145.0: -45,36.0: -34,
129.0: -40,,129.0: -39,145.0: -41,36.0: -33,
145.0: -42,36.0: -33,
145.0: -42,36.0: -34,
129.0: -38,145.0: -42,36.0: -34,
129.0: -40,145.0: -41,36.0: -37,
129.0: -44,145.0: -34,36.0: -35,
129.0: -41,145.0: -38,36.0: -35,
145.0: -38,,129.0: -46,145.0: -38,36.0: -38,
129.0: -38,145.0: -34,36.0: -34,
129.0: -40,145.0: -36,36.0: -32,
129.0: -37,145.0: -38,36.0: -35,
7 3
,129.0: -48,145.0: -36,36.0: -39,
129.0: -41,145.0: -37,36.0: -38,
129.0: -49,145.0: -39,36.0: -40,
36.0: -40,
129.0: -56,145.0: -42,36.0: -39,
36.0: -42,
145.0: -42,129.0: -46,145.0: -38,36.0: -42,
129.0: -42,145.0: -39,36.0: -40,
129.0: -46,145.0: -34,36.0: -40,
129.0: -39,145.0: -40,36.0: -40,
129.0: -41,145.0: -36,36.0: -43,
129.0: -40,145.0: -40,36.0: -38,
129.0: -47,145.0: -37,36.0: -42,
129.0: -40,145.0: -34,36.0: -36,
129.0: -41,145.0: -39,36.0: -43,
8 1
129.0: -43,145.0: -36,36.0: -43,
129.0: -41,145.0: -39,36.0: -39,
36.0: -32,
,,129.0: -44,36.0: -34,
145.0: -41,36.0: -36,
,129.0: -43,145.0: -37,36.0: -39,
129.0: -52,145.0: -35,36.0: -33,
129.0: -42,145.0: -34,36.0: -40,
129.0: -41,145.0: -38,36.0: -38,
129.0: -41,145.0: -37,36.0: -39,
129.0: -46,145.0: -37,36.0: -34,
129.0: -47,145.0: -36,36.0: -34,
129.0: -41,145.0: -38,36.0: -36,
129.0: -44,145.0: -38,129.0: -42,145.0: -37,36.0: -35,
,129.0: -45,145.0: -39,36.0: -35,
145.0: -46,36.0: -35,
8 2
129.0: -48,,129.0: -50,145.0: -42,36.0: -34,
129.0: -43,36.0: -32,
129.0: -51,145.0: -48,36.0: -34,
145.0: -54,36.0: -34,
,129.0: -45,145.0: -44,36.0: -30,
129.0: -50,36.0: -34,
145.0: -40,129.0: -46,145.0: -39,36.0: -34,
129.0: -40,36.0: -37,
145.0: -35,145.0: -37,36.0: -37,
,129.0: -44,145.0: -32,36.0: -34,
,129.0: -48,145.0: -39,36.0: -35,
129.0: -44,36.0: -31,
145.0: -38,129.0: -46,145.0: -36,36.0: -30,
129.0: -49,145.0: -34,36.0: -30,
129.0: -55,145.0: -36,,,129.0: -54,145.0: -44,36.0: -34,
129.0: -56,36.0: -33,
129.0: -51,145.0: -52,36.0: -33,
,,129.0: -95,129.0: -54,145.0: -42,36.0: -34,
129.0: -50,145.0: -45,36.0: -33,
129.0: -49,145.0: -46,36.0: -33,
129.0: -48,145.0: -52,36.0: -34,
36.0: -34,
145.0: -48,145.0: -52,36.0: -34,
8 3
,36.0: -48,
145.0: -40,36.0: -44,
129.0: -46,145.0: -42,36.0: -45,
129.0: -46,145.0: -50,36.0: -41,
,129.0: -53,145.0: -37,36.0: -41,
,,36.0: -34,
,129.0: -50,145.0: -38,36.0: -42,
129.0: -41,145.0: -34,36.0: -39,
129.0: -42,145.0: -36,36.0: -42,
129.0: -46,145.0: -45,36.0: -48,
129.0: -46,145.0: -50,36.0: -46,
129.0: -46,145.0: -48,36.0: -46,
129.0: -46,145.0: -45,36.0: -40,
129.0: -47,145.0: -38,36.0: -36,
129.0: -42,145.0: -36,36.0: -35,
129.0: -44,145.0: -35,36.0: -35,
129.0: -45,145.0: -34,36.0: -40,
9 1
129.0: -38,145.0: -34,36.0: -35,
129.0: -37,145.0: -40,36.0: -40,
129.0: -40,145.0: -33,36.0: -36,
129.0: -38,129.0: -40,145.0: -36,36.0: -35,
129.0: -40,145.0: -38,36.0: -42,
129.0: -36,145.0: -41,36.0: -48,
129.0: -37,145.0: -41,36.0: -42,
129.0: -46,145.0: -35,36.0: -44,
129.0: -40,145.0: -38,36.0: -42,
129.0: -42,145.0: -35,36.0: -39,
129.0: -46,145.0: -38,36.0: -34,
36.0: -32,
129.0: -43,129.0: -41,36.0: -34,
129.0: -42,145.0: -38,36.0: -36,
9 2
129.0: -40,36.0: -37,
145.0: -42,36.0: -34,
129.0: -49,145.0: -39,36.0: -30,
129.0: -52,145.0: -36,36.0: -41,
129.0: -42,145.0: -38,36.0: -30,
129.0: -39,36.0: -40,
129.0: -40,145.0: -41,36.0: -40,
129.0: -51,145.0: -46,36.0: -32,
,129.0: -51,145.0: -42,36.0: -42,
129.0: -45,145.0: -48,36.0: -34,
129.0: -45,,129.0: -41,145.0: -45,36.0: -36,
129.0: -46,145.0: -46,36.0: -36,
,129.0: -55,145.0: -49,36.0: -30,
129.0: -51,145.0: -45,36.0: -31,
129.0: -42,145.0: -36,36.0: -34,
129.0: -38,145.0: -32,36.0: -28,
129.0: -39,145.0: -32,36.0: -27,
129.0: -39,145.0: -33,36.0: -27,
129.0: -37,145.0: -35,36.0: -32,
129.0: -40,36.0: -33,
9 3
145.0: -32,36.0: -45,
129.0: -42,145.0: -35,36.0: -45,
129.0: -42,145.0: -36,36.0: -33,
129.0: -46,145.0: -46,,129.0: -49,145.0: -36,36.0: -29,
129.0: -42,145.0: -43,36.0: -29,
129.0: -38,145.0: -42,36.0: -34,
,129.0: -46,145.0: -38,36.0: -33,
129.0: -50,145.0: -37,36.0: -30,
129.0: -43,36.0: -31,
145.0: -35,129.0: -45,145.0: -36,36.0: -30,
129.0: -46,145.0: -35,36.0: -25,
129.0: -45,145.0: -47,36.0: -30,
129.0: -36,145.0: -46,36.0: -27,
145.0: -42,36.0: -25,
129.0: -41,145.0: -42,36.0: -25,
129.0: -49,145.0: -40,36.0: -25,
129.0: -44,145.0: -45,36.0: -27,
145.0: -49,36.0: -27,
10 1
129.0: -40,145.0: -40,36.0: -37,
129.0: -36,145.0: -42,36.0: -39,
129.0: -40,145.0: -38,36.0: -36,
129.0: -41,145.0: -36,36.0: -40,
129.0: -38,145.0: -30,36.0: -41,
129.0: -39,145.0: -42,36.0: -40,
129.0: -39,145.0: -42,36.0: -41,
129.0: -48,145.0: -35,36.0: -41,
145.0: -37,36.0: -40,
129.0: -41,145.0: -40,36.0: -37,
,129.0: -40,145.0: -42,36.0: -40,
129.0: -38,145.0: -43,36.0: -40,
129.0: -37,145.0: -45,36.0: -41,
,36.0: -40,
129.0: -36,145.0: -44,36.0: -38,
10 2
129.0: -40,145.0: -30,36.0: -43,
129.0: -39,145.0: -38,36.0: -36,
129.0: -42,36.0: -32,
145.0: -41,129.0: -45,145.0: -44,36.0: -33,
129.0: -50,145.0: -40,36.0: -33,
129.0: -48,145.0: -42,36.0: -34,
129.0: -50,145.0: -48,36.0: -34,
129.0: -52,145.0: -45,36.0: -34,
129.0: -48,145.0: -44,36.0: -33,
129.0: -40,145.0: -40,36.0: -38,
129.0: -46,145.0: -39,36.0: -36,
129.0: -47,145.0: -38,36.0: -36,
129.0: -51,145.0: -36,36.0: -29,
129.0: -48,145.0: -56,36.0: -30,
10 3
129.0: -46,145.0: -33,36.0: -25,
129.0: -46,145.0: -31,36.0: -25,
129.0: -51,145.0: -30,36.0: -24,
129.0: -52,145.0: -34,36.0: -23,
129.0: -50,145.0: -34,36.0: -22,
129.0: -42,145.0: -44,36.0: -25,
129.0: -44,145.0: -28,129.0: -44,145.0: -28,36.0: -25,
129.0: -40,145.0: -30,36.0: -23,
129.0: -43,145.0: -27,36.0: -26,
129.0: -44,145.0: -27,36.0: -26,
129.0: -40,145.0: -28,36.0: -26,
129.0: -43,145.0: -28,36.0: -26,
129.0: -42,145.0: -28,36.0: -25,
129.0: -53,145.0: -30,36.0: -25,
11 1
36.0: -52,
129.0: -46,145.0: -24,36.0: -30,
129.0: -46,145.0: -25,36.0: -27,
145.0: -27,36.0: -30,
129.0: -54,129.0: -47,145.0: -27,36.0: -33,
129.0: -45,145.0: -25,36.0: -28,
129.0: -45,145.0: -26,36.0: -28,
129.0: -44,145.0: -23,36.0: -29,
129.0: -48,145.0: -23,36.0: -28,
129.0: -46,145.0: -27,36.0: -28,
145.0: -27,36.0: -32,
,,129.0: -47,145.0: -28,36.0: -30,
129.0: -48,145.0: -25,36.0: -30,
129.0: -54,145.0: -27,36.0: -30,
36.0: -33,
129.0: -51,145.0: -29,36.0: -33,
129.0: -44,145.0: -27,36.0: -32,
129.0: -44,145.0: -31,36.0: -34,
11 2
129.0: -40,145.0: -25,36.0: -29,
129.0: -40,145.0: -26,36.0: -29,
129.0: -39,145.0: -26,36.0: -35,
129.0: -40,145.0: -26,36.0: -29,
129.0: -40,145.0: -26,36.0: -30,
129.0: -40,145.0: -26,36.0: -31,
36.0: -27,
145.0: -26,129.0: -40,145.0: -26,36.0: -28,
129.0: -41,145.0: -26,36.0: -28,
129.0: -40,145.0: -26,36.0: -28,
129.0: -41,145.0: -25,36.0: -30,
129.0: -40,145.0: -25,36.0: -28,
129.0: -40,145.0: -26,36.0: -30,
129.0: -42,145.0: -26,36.0: -29,
11 3
129.0: -47,129.0: -52,145.0: -32,36.0: -37,
145.0: -34,36.0: -25,
129.0: -49,129.0: -48,145.0: -33,36.0: -26,
129.0: -53,145.0: -41,36.0: -26,
129.0: -39,36.0: -22,
129.0: -42,145.0: -36,36.0: -35,
129.0: -46,145.0: -34,36.0: -34,
129.0: -40,36.0: -34,
145.0: -54,129.0: -40,145.0: -41,36.0: -36,
129.0: -39,145.0: -53,36.0: -38,
129.0: -40,145.0: -52,36.0: -36,
129.0: -42,145.0: -39,36.0: -31,
129.0: -40,145.0: -36,36.0: -31,
129.0: -40,145.0: -40,36.0: -30,
129.0: -40,129.0: -40,145.0: -42,36.0: -42,
129.0: -40,145.0: -45,36.0: -40,
129.0: -44,145.0: -33,36.0: -33,
129.0: -44,145.0: -32,36.0: -34,
129.0: -44,145.0: -33,36.0: -38,
12 1
129.0: -42,145.0: -27,36.0: -46,
129.0: -42,145.0: -29,36.0: -42,
129.0: -48,145.0: -28,36.0: -42,
129.0: -54,145.0: -25,36.0: -35,
129.0: -55,145.0: -26,36.0: -40,
129.0: -48,145.0: -24,36.0: -39,
129.0: -44,145.0: -25,36.0: -36,
129.0: -46,145.0: -25,36.0: -42,
129.0: -50,145.0: -27,36.0: -38,
129.0: -46,145.0: -29,36.0: -40,
129.0: -42,36.0: -43,
129.0: -49,145.0: -30,36.0: -40,
129.0: -50,145.0: -30,36.0: -41,
129.0: -51,145.0: -30,36.0: -39,
129.0: -52,145.0: -31,36.0: -40,
12 2
145.0: -40,36.0: -37,
,129.0: -42,145.0: -38,36.0: -52,
129.0: -43,145.0: -34,36.0: -43,
145.0: -41,36.0: -42,
129.0: -49,145.0: -39,36.0: -41,
,,145.0: -27,129.0: -45,145.0: -27,36.0: -44,
,129.0: -45,145.0: -34,36.0: -33,
,129.0: -47,,129.0: -46,145.0: -34,36.0: -31,
129.0: -42,145.0: -34,36.0: -32,
129.0: -42,145.0: -35,36.0: -30,
129.0: -40,145.0: -36,36.0: -32,
129.0: -42,145.0: -37,36.0: -33,
129.0: -42,145.0: -35,36.0: -32,
129.0: -50,145.0: -33,36.0: -32,
129.0: -42,145.0: -36,36.0: -32,
129.0: -42,145.0: -37,36.0: -30,
129.0: -42,145.0: -35,36.0: -32,
12 3
,,129.0: -41,145.0: -28,36.0: -40,
,129.0: -45,145.0: -30,36.0: -40,
129.0: -41,145.0: -30,36.0: -46,
129.0: -45,145.0: -32,36.0: -36,
129.0: -36,145.0: -34,36.0: -39,
129.0: -37,145.0: -37,36.0: -52,
129.0: -43,145.0: -33,36.0: -91,
129.0: -43,145.0: -34,36.0: -47,
129.0: -41,145.0: -38,36.0: -43,
129.0: -39,145.0: -35,36.0: -49,
129.0: -40,145.0: -34,36.0: -48,
129.0: -38,145.0: -39,36.0: -49,
129.0: -40,145.0: -35,36.0: -44,
129.0: -50,129.0: -51,145.0: -38,36.0: -40,
