129.0: -40,145.0: -53,36.0: -40,
129.0: -30,145.0: -45,36.0: -44,
129.0: -51,145.0: -42,36.0: -54,
129.0: -46,145.0: -44,36.0: -52,
129.0: -30,145.0: -44,36.0: -43,
129.0: -33,145.0: -45,36.0: -56,
129.0: -42,145.0: -42,36.0: -52,
129.0: -42,145.0: -49,36.0: -50,
129.0: -39,145.0: -49,36.0: -49,
129.0: -38,145.0: -50,36.0: -50,
129.0: -39,145.0: -53,36.0: -50,
129.0: -40,145.0: -50,36.0: -50,
129.0: -45,145.0: -43,36.0: -54,
129.0: -46,145.0: -43,36.0: -51,
129.0: -37,145.0: -44,36.0: -46,
129.0: -34,145.0: -44,36.0: -42,
129.0: -33,145.0: -42,36.0: -40,
129.0: -32,145.0: -44,36.0: -40,
129.0: -31,145.0: -43,36.0: -40,
129.0: -33,145.0: -42,36.0: -43,
129.0: -33,145.0: -47,36.0: -48,
129.0: -32,145.0: -54,36.0: -46,
129.0: -34,145.0: -48,36.0: -46,
129.0: -39,145.0: -46,36.0: -44,
129.0: -42,145.0: -48,36.0: -42,
129.0: -36,145.0: -93,36.0: -42,
129.0: -35,145.0: -46,36.0: -47,
129.0: -34,145.0: -46,36.0: -46,
129.0: -34,129.0: -33,36.0: -40,
129.0: -34,145.0: -49,36.0: -49,
129.0: -34,145.0: -51,36.0: -54,
129.0: -32,145.0: -52,36.0: -48,
129.0: -33,145.0: -47,36.0: -46,
129.0: -34,145.0: -52,36.0: -44,
129.0: -34,145.0: -52,36.0: -45,
